comment,replies,date,user_name
Watching this physically hurt my body,[],2020-11-30T06:17:35Z,@MrDunkin268
10:22 was just incredible,[],2020-11-30T05:09:04Z,@Asap750
WHOS HERE AFTER TYSON GOT ROBBED,[],2020-11-30T03:45:52Z,@NATURALGAMING
I wish Cus would've had a healthy 10 more years. Tysons life would've been totally different.,"['Would have been undefeated. No one could beat him before drugs, women, & Don king.', 'Wouldlve never meet don king💯', '@@hunchruben8453 it’s crazy cause every time I search up don king nothing but good stuff pops up. Like did he only fuck up mike?', '@@Deoslatt i think he ended up getting sent to prison for murder bro but im not sure tho💯', 'Tyson could have been the greatest ever...']",2020-11-30T00:42:17Z,@nourelgalaly6810
Mike Tyson shot to the ribs or open heart surgery while u awake,[],2020-11-30T00:09:34Z,@GoChargersGo808
God bless,[],2020-11-29T17:23:16Z,@koreygriffith8679
Watching this after the Tyson v Jones fight,[],2020-11-29T14:16:42Z,@williammccusker4288
"When I was younger, as a German, all boxing I would hear about was basically the Klitschko brothers.
When I was a teenager, I spoke to my father about boxing. He said: ""I don't think there'll ever be another boxer like Mike Tyson. That guy was something else. I would set my alarm to like 2 AM so I could watch Mike Tyson fights live, and I was mostly back in bed very soon."" I watch this in the light of the Roy Jones fight. Before this, I basically knew that Mike was a once in a lifetime phenomenon that was pretty much consumed by his demons. After watching this, it's really tragic. With such a rough childhood and youth, anyone would be crazy to some degree. What could have been if Cus had lived longer? After he was gone, it appears that Mike just surrounded himself with the wrong people. Used to have a father figure keeping you in check and setting you on a proper course, now there's a bunch of snakes who want to get money off you and don't give a rat's ass about your well-being. Poor Mike. Happy to see that he appears to have set himself straight now.",[],2020-11-29T13:01:43Z,@Kharn996
Mike is like a Bradley fighting vehicle mounted with a 155mm artillery,[],2020-11-29T12:15:10Z,@misterbaiter5753
And to think there’s more to the story....,[],2020-11-29T11:23:38Z,@isaacthefidgetgod5717
Imagine having to fight him as your first pro match,[],2020-11-29T11:04:45Z,@jaywillmikaika2426
Yo the youngest heavyweight champion in HISTORY,[],2020-11-29T06:56:44Z,@jdpalacios25
TYSON VS ROY JONES 2020 SHOULD NOT HAVE BEEN A DRAW,[],2020-11-29T06:52:40Z,@evantee826
"Robin Givens and Don King were the Vultures who destroyed Tyson!! Period... 
Tyson Hands Down the Greatest Heavyweight ever if those 2 wouldn't have come in... 
Mike was a fkng Kid!! 21",[],2020-11-29T06:32:42Z,@MikeKollin
Unfortunate we never got to see a full career with Cus.,[],2020-11-29T06:30:20Z,@styan9
He still has that attitude after the fight with Mike at 51. True legend,[],2020-11-29T06:03:18Z,@getlostlser
You're here after watching Mike Tyson vs Roy Jones Jr.,"['Who won?', '@@w2ep52 draw']",2020-11-29T05:49:26Z,@icecubegaming5855
whos here to watch it again after the fight,[],2020-11-29T05:36:57Z,@iliamorshed6556
It’s nice watching this seeing him coming out of retirement tonight,[],2020-11-29T04:36:06Z,@Madmax-tb2tw
My favorite boxer. In his prime he was UNBEATABLE!,[],2020-11-29T02:00:57Z,@bach5861
this song bruh 😂🔥,[],2020-11-29T00:15:15Z,@twinzodeo9577
13:36  Is that Donald J Trump😂😂😂 What a weirdo... Mike Tyson would've beat the sh** out of him for saying that,['STFU fucking SIMP bitch'],2020-11-28T22:29:24Z,@iamjammies
"Real great film, for a real great champion !   <3<3<3<3<3<3",[],2020-11-28T21:28:37Z,@valdez57700
I hope he does well tonight,[],2020-11-28T16:39:59Z,@reginaldb.campbelljr.2492
I never knew he snorted before fights,[],2020-11-28T12:55:26Z,@khizerkasi8440
i comeback to this video every 3 months and it’s the perfect time bc his upcoming fight,[],2020-11-28T04:33:10Z,@kiko7008
Im here before Tyson comeback fight tomorrow 🐐,[],2020-11-28T02:09:22Z,@bigbuckz6014
"""I am the most destructive ferocious machine God ever created"" - Mike Tyson",[],2020-11-28T00:13:07Z,@sneakermoney554
12:06 Mike got knockout? Cuz he can’t find where to go,[],2020-11-27T05:50:46Z,@vestymc4902
Dawm both of Mike Tyson's father-figures died but not don king? Lol,[],2020-11-27T04:58:25Z,@gallegos813
"this is a story of a poor and but physically gifted boy, whose life was ruined by the devlish people surrounding him after the angles have died.  It's really a tragedy.",[],2020-11-27T01:16:09Z,@yeezysupply4799
He was the most fun boxer to watch hands down.,[],2020-11-26T16:31:31Z,@captainnigga9879
Anyone else notice how gangstas paradise was in the background,[],2020-11-26T07:18:47Z,@TheJayyyyy
Scariest boxer of all-time!,"['Can i have free money', ""Yoooooo like a demon* you had the Jamaican guy after been knocked out saying the hardest I've ever been hit let me get out of here bro he wanna exit the Ring asap lol"", 'Liston', ""@MUFC what're you 12?"", '@MUFC soccer is so outdated europe pays the us to see american football']",2020-11-25T10:46:11Z,@shivaneepatell
I don't like Joe Rogan,[],2020-11-24T06:37:53Z,@CherPsKy
Imagine fighting tyson in jail cell,[],2020-11-23T22:05:34Z,@johnponce9089
This one didn't seem long enough.,[],2020-11-23T11:12:43Z,@Yophillips3272
Mike was a natural born jaguar. King of the fucking jungle,[],2020-11-23T03:36:03Z,@victoriousmax75
"Talking about the Tyson vs Roy Jones jr fight and who I think will win, I show them this video",[],2020-11-22T18:25:20Z,@ramiroledesma5999
Imagine buying a ticket to see a 20 second fight and not regretting. Damn,['Such an overrated comment copy and past'],2020-11-22T16:40:49Z,@manjulshrestha6872
HEAVY METAL SOUND OMG LMFAO IT'S PHIL COLLINS,[],2020-11-22T16:30:13Z,@MattyGeeeeeee
Imagine paying hundreds for a front seat and the fight lasts 30 seconds,[],2020-11-22T00:52:23Z,@wallacetrisler8560
Imagine having to be the first fight against Tyson after Cus died...,[],2020-11-22T00:50:02Z,@wallacetrisler8560
This man just ruinned his life.,[],2020-11-21T15:17:38Z,@lagawantv7010
That's the result of abusing God's gift.,[],2020-11-21T15:13:44Z,@lagawantv7010
Imagine if mike wasn’t on coke half his career,[],2020-11-21T09:58:18Z,@nathanhaines2904
"this is a story of a poor and but physically gifted boy, whose life was ruined by the devlish people surrounding him after the angles have died.  It's really a tragedy.",[],2020-11-20T14:26:39Z,@pedrocole9471
3:36 that was so satisfying,[],2020-11-19T08:46:01Z,@IQ-eg8le
"Great video. I'm learning up for his comeback fight in two weeks. 
I'm sad that he got fucked over so much in life. Wish he had more people to provide structure and family in his life.",[],2020-11-19T06:55:09Z,@toobasaurus23
Kids are stupid today....Tyson had to fight,[],2020-11-19T04:16:07Z,@SuperiorHealthNC
10:05 espectacular cortando árboles,[],2020-11-18T14:38:04Z,@fernandocortes1187
F*** Don King!!!,[],2020-11-17T23:13:21Z,@jamesbryant3482
Rjj is in trouble,[],2020-11-17T19:52:33Z,@justintyme4690
I wish Cus would've had a healthy 10 more years. Tysons life would've been totally different.,[],2020-11-16T16:36:32Z,@norbgajevski9459
I feel like I should have paid for this video,[],2020-11-16T16:30:39Z,@norbgajevski9459
i have watched all of joseph vincent videos he deserves way more veiws,[],2020-11-14T20:14:54Z,@johndockstader4138
"I remember as a kid my father didn't want to pay, for the PPV  just to watch one round. But, he did due to the fact that they'll never be a heavyweight champ like this again 20 years later he is 100% correct",[],2020-11-14T16:30:33Z,@vd5126
"Wearing the solid black trunks
The undefeated
The undisputed
Heavyweight champion of the world!
""Iron"" mike tyson!",[],2020-11-14T02:44:14Z,@elijahwilcox6215
10:45 - 11:05 Thats JOE FRAZIER son he is beating the shit out of !! 🤯,[],2020-11-13T14:15:16Z,@harmandhamija1
Boxers who agreed on fighting the peak Mike tyson should have been awarded with the Bravery award 🥇!!,[],2020-11-13T14:03:51Z,@harmandhamija1
Imagine having to be the first fight against Tyson after Cus died...,[],2020-11-13T02:11:24Z,@katiesue5654
Who else is here because he’s coming back?,[],2020-11-12T20:00:42Z,@duongdinhchien3474
I just want everyone to know Donny long is BACK.. Yea back on the floor 😭😭😭.,[],2020-11-12T19:43:07Z,@nicholasviado377
"Why did you miss out the Lennox Lewis fight and the first Holyfield fight?
He lost them two fights but they where major parts of his career",[],2020-11-12T16:56:32Z,@clearlyalunhead1109
Why did ppl try to clinch with him? It’s almost the same knockout every time,[],2020-11-11T04:22:03Z,@Suprheem90
I feel like I should have paid for this video,[],2020-11-10T16:47:24Z,@aldondekock6192
"It is just so obvious how Tyson changed as a fighter when Cus passed away. Cus lives another 15 years, and Tyson never loses a fight.",[],2020-11-09T18:21:58Z,@Tyrant5RDFL
I just want everyone to know Donny long is BACK.. Yea back on the floor 😭😭😭.,[],2020-11-09T16:46:51Z,@yatuaman6476
"""He used a fake dick, A FAKE DICK to pass drug tests... Cocaines a hell of a drug"" 

DEADASS LAUGHED FOR LIKE 20 SECONDS",[],2020-11-09T16:43:06Z,@luiskuraica2907
"If Cus was given 5-10 more years of existence...

No need to finish the rest.",[],2020-11-09T16:38:42Z,@yatuaman6476
"[EN] This month we will have some extra videos on the channel! In addition to the normal calendar, every Sunday will have an old video that will be available to you again!

[PT] Pessoal, esse mês teremos alguns vídeos extras no canal! Além dos normais do calendário, todo Domingo terá um vídeo antigo que voltará a ficar disponível pra vocês!

[ES] ¡Este mes tendremos algunos videos extras en el canal! ¡Además del calendario normal, todos los domingos tendrá un video antiguo que estará disponible para ustedes nuevamente!",[],2020-11-09T04:58:58Z,@staciesummers8776
He was the most fun boxer to watch hands down.,[],2020-11-08T17:51:06Z,@sotouch20
I feel like I should have paid for this video,[],2020-11-08T02:00:34Z,@aldondekock6192
"The most destructive, ferocious fighting machine God ever created.",[],2020-11-07T23:52:33Z,@carltondunnert4131
anyone can tell me what brad pitt did?,[],2020-11-07T12:27:45Z,@charalambos503
fuck don king,[],2020-11-07T05:49:51Z,@areyounotentertained4133
WTH is with the amount of ads?,[],2020-11-07T05:42:50Z,@DS-cp3fg
"I grew up in the era of Tyson, and this made it actually difficult for me to truly understand boxing later on. I grew up with the impression that it was normal for  boxing to come down to early knockouts with power throws early on in round 1. It wasn't until years later that I'd learn most of boxing is actually a slow but steady type battle with a focus on defense, but Tyson was simply a once in a lifetime kind of fighter.",[],2020-11-06T13:50:02Z,@robertedwards121
Mike Tyson was the best boxer pound for pound ever change my mind.,[],2020-11-06T05:56:06Z,@masterlee1372
2k Democrats disliked this video,[],2020-11-06T00:39:12Z,@waitwhatwhohuh
"Спасибо за весь этот монтаж, ребенком фанател от Тайсона,  уххх!",[],2020-11-05T06:52:09Z,@NucelarAss
I almost feel bad for the poor bastards he was going against...,[],2020-11-05T03:44:52Z,@cbandds
He was the most fun boxer to watch hands down.,[],2020-11-04T07:55:46Z,@chetgallant9566
I wish Cus would've had a healthy 10 more years. Tysons life would've been totally different.,[],2020-11-04T07:46:08Z,@chetgallant9566
"""my style is impetuous, my defense is impregnable, I want to eat his children."" This dude is an articulate savage.",[],2020-11-04T04:55:35Z,@bobettencourt9420
MIKE ALSOTT,[],2020-11-04T01:53:51Z,@courtlandbrady3524
MIKE ALSOTT,[],2020-11-04T01:53:45Z,@courtlandbrady3524
MIKE ALSOTT,[],2020-11-04T01:53:34Z,@courtlandbrady3524
MIKE ALSOTT,[],2020-11-04T01:53:27Z,@courtlandbrady3524
A TRAIN,[],2020-11-04T01:53:21Z,@courtlandbrady3524
A TRAIN,[],2020-11-04T01:53:09Z,@courtlandbrady3524
A TRAIN,[],2020-11-04T01:53:01Z,@courtlandbrady3524
A TRAIN,[],2020-11-04T01:52:52Z,@courtlandbrady3524
A TRAIN,[],2020-11-04T01:52:43Z,@courtlandbrady3524
A TRAIN,[],2020-11-04T01:52:36Z,@courtlandbrady3524
A TRAIN,[],2020-11-04T01:52:28Z,@courtlandbrady3524
A TRAIN,[],2020-11-04T01:52:21Z,@courtlandbrady3524
A TRAIN,[],2020-11-04T01:52:11Z,@courtlandbrady3524
A TRAIN,[],2020-11-04T01:51:59Z,@courtlandbrady3524
A TRAIN,[],2020-11-04T01:51:47Z,@courtlandbrady3524
Mike alsott pleassssseeeeeeeee,[],2020-11-04T01:51:37Z,@courtlandbrady3524
"i did not just hear the infamous ""Cocaine is a hell of a drug""",[],2020-11-04T00:36:18Z,@bmanc8025
"It’s so sad that as soon as Cus and his son died a black man didn’t help maintain Mike, Don King just used him for himself... so sad",[],2020-11-03T15:35:13Z,@deandreburstine5057
"Whether he hits you widely open with his left or right,you are going down.the baddest man on the planet.",[],2020-11-03T15:24:42Z,@Iksmohj1
I feel like I should have paid for this video,[],2020-11-03T08:08:09Z,@dawnemilstead462
So glad I found your channel you make quality movies better than most on TV keep up the good work🎥👌👍❤️,[],2020-11-03T07:55:37Z,@5andwhy
Imagine paying hundreds for a front seat and the fight lasts 30 seconds,[],2020-11-03T04:55:43Z,@davidmitchell3384
Imagine tyson in his prime kiss a grown man in the lips ⏸,[],2020-11-03T01:07:30Z,@slowtospeakquicktolisten7968
Such an incredible physique,[],2020-11-02T09:32:45Z,@sim8289
TYSON WAS SUPER MAN FOR 30 FIGHTS   lost 3,[],2020-11-02T05:13:57Z,@ronaldcrenfro4637
Who watching this in 2020?,[],2020-11-01T23:14:55Z,@sabriahmed9463
This was amazing,[],2020-11-01T05:03:30Z,@leoprice8339
I thought mike bit someone’s fucking ear off? Bro fuck that guy for head butting mike. That fucker got what he deserved.,[],2020-11-01T03:06:02Z,@flows6051
Imagine having to be the first fight against Tyson after Cus died...,[],2020-10-31T22:45:14Z,@nicklu2924
"I grew up in the era of Tyson, and this made it actually difficult for me to truly understand boxing later on. I grew up with the impression that it was normal for  boxing to come down to early knockouts with power throws early on in round 1. It wasn't until years later that I'd learn most of boxing is actually a slow but steady type battle with a focus on defense, but Tyson was simply a once in a lifetime kind of fighter.",[],2020-10-31T11:09:51Z,@hristopmorga7717
